SABC,D,Status,Use,Code Length,Area Type,Notes,Date,Changes
6973,,Not Designated,,,,,,
6974,,Not Designated,,,,,,
6975,,Not Designated,,,,,,
6976,,Not Designated,,,,,,
6977,,Not Designated,,,,,,
6978,,Not Designated,,,,,,
6979,,Not Designated,,,,,,
6980,,Not Designated,,,,,,
6981,,Not Designated,,,,,,
6982,,Not Designated,,,,,,
6983,,Not Designated,,,,,,
6984,,Not Designated,,,,,,
6985,,Not Designated,,,,,,
6986,,Not Designated,,,,,,
6987,,Not Designated,,,,,,
6988,,Not Designated,,,,,,
6989,,Not Designated,,,,,,
6990,,Not Designated,,,,,,
6991,,Not Designated,,,,,,
6992,,Not Designated,,,,,,
6993,,Not Designated,,,,,,
6994,,Not Designated,,,,,,
6995,,Not Designated,,,,,,
6996,,Not Designated,,,,,,
6997,,Not Designated,,,,,,
6998,,Not Designated,,,,,,
6999,,Not Designated,,,,,,
7000,,Not Designated,,,,,,
7001,,Not Designated,,,,,,
7002,,Not Designated,,,,,,
7003,,Not Designated,,,,,,
7004,,Not Designated,,,,,,
7005,,Not Designated,,,,,,
7006,,Not Designated,,,,,,
7007,,Not Designated,,,,,,
7008,,Not Designated,,,,,,
7009,,Not Designated,,,,,,
7010,,Not Designated,,,,,,
7011,,Not Designated,,,,,,
7012,,Not Designated,,,,,,
7013,,Not Designated,,,,,,
7014,,Not Designated,,,,,,
7015,,Not Designated,,,,,,
7016,,Not Designated,,,,,,
7017,,Not Designated,,,,,,
7018,,Not Designated,,,,,,
7019,,Not Designated,,,,,,
7020,,Not Designated,,,,,,
7021,,Not Designated,,,,,,
7022,,Not Designated,,,,,,
7023,,Not Designated,,,,,,
7024,,Not Designated,,,,,,
7025,,Not Designated,,,,,,
7026,,Not Designated,,,,,,
7027,,Not Designated,,,,,,
7028,,Not Designated,,,,,,
7029,,Not Designated,,,,,,
7030,,Not Designated,,,,,,
7031,,Not Designated,,,,,,
7032,,Not Designated,,,,,,
7033,,Not Designated,,,,,,
7034,,Not Designated,,,,,,
7035,,Not Designated,,,,,,
7036,,Not Designated,,,,,,
7037,,Not Designated,,,,,,
7038,,Not Designated,,,,,,
7039,,Not Designated,,,,,,
7040,,Not Designated,,,,,,
7041,,Not Designated,,,,,,
7042,,Not Designated,,,,,,
7043,,Not Designated,,,,,,
7044,,Not Designated,,,,,,
7045,,Not Designated,,,,,,
7046,,Not Designated,,,,,,
7047,,Not Designated,,,,,,
7048,,Not Designated,,,,,,
7049,,Not Designated,,,,,,
7050,,Not Designated,,,,,,
7051,,Not Designated,,,,,,
7052,,Not Designated,,,,,,
7053,,Not Designated,,,,,,
7054,,Not Designated,,,,,,
7055,,Not Designated,,,,,,
7056,,Not Designated,,,,,,
7057,,Not Designated,,,,,,
7058,,Not Designated,,,,,,
7059,,Not Designated,,,,,,
7060,,Not Designated,,,,,,
7061,,Not Designated,,,,,,
7062,,Not Designated,,,,,,
7063,,Not Designated,,,,,,
7064,,Not Designated,,,,,,
7065,,Not Designated,,,,,,
7066,,Not Designated,,,,,,
7067,,Not Designated,,,,,,
7068,,Not Designated,,,,,,
7069,,Not Designated,,,,,,
7070,,Not Designated,,,,,,
7071,,Not Designated,,,,,,
7072,,Not Designated,,,,,,
7073,,Not Designated,,,,,,
7074,,Not Designated,,,,,,
7075,,Not Designated,,,,,,
7076,,Not Designated,,,,,,
7077,,Not Designated,,,,,,
7078,,Not Designated,,,,,,
7079,,Not Designated,,,,,,
7080,,Not Designated,,,,,,
7081,,Not Designated,,,,,,
7082,,Not Designated,,,,,,
7083,,Not Designated,,,,,,
7084,,Not Designated,,,,,,
7085,,Not Designated,,,,,,
7086,,Not Designated,,,,,,
7087,,Not Designated,,,,,,
7088,,Not Designated,,,,,,
7089,,Not Designated,,,,,,
7090,,Not Designated,,,,,,
7091,,Not Designated,,,,,,
7092,,Not Designated,,,,,,
7093,,Not Designated,,,,,,
7094,,Not Designated,,,,,,
7095,,Not Designated,,,,,,
7096,,Not Designated,,,,,,
7097,,Not Designated,,,,,,
7098,,Not Designated,,,,,,
7099,,Not Designated,,,,,,
7100,,Not Designated,,,,,,
7101,,Not Designated,,,,,,
7102,,Not Designated,,,,,,
7103,,Not Designated,,,,,,
7104,,Not Designated,,,,,,
7105,,Not Designated,,,,,,
7106,,Not Designated,,,,,,
7107,,Not Designated,,,,,,
7108,,Not Designated,,,,,,
7109,,Not Designated,,,,,,
7110,,Not Designated,,,,,,
7111,,Not Designated,,,,,,
7112,,Not Designated,,,,,,
7113,,Not Designated,,,,,,
7114,,Not Designated,,,,,,
7115,,Not Designated,,,,,,
7116,,Not Designated,,,,,,
7117,,Not Designated,,,,,,
7118,,Not Designated,,,,,,
7119,,Not Designated,,,,,,
7120,,Not Designated,,,,,,
7121,,Not Designated,,,,,,
7122,,Not Designated,,,,,,
7123,,Not Designated,,,,,,
7124,,Not Designated,,,,,,
7125,,Not Designated,,,,,,
7126,,Not Designated,,,,,,
7127,,Not Designated,,,,,,
7128,,Not Designated,,,,,,
7129,,Not Designated,,,,,,
7130,,Not Designated,,,,,,
7131,,Not Designated,,,,,,
7132,,Not Designated,,,,,,
7133,,Not Designated,,,,,,
7134,,Not Designated,,,,,,
7135,,Not Designated,,,,,,
7136,,Not Designated,,,,,,
7137,,Not Designated,,,,,,
7138,,Not Designated,,,,,,
7139,,Not Designated,,,,,,
7140,,Not Designated,,,,,,
7141,,Not Designated,,,,,,
7142,,Not Designated,,,,,,
7143,,Not Designated,,,,,,
7144,,Not Designated,,,,,,
7145,,Not Designated,,,,,,
7146,,Not Designated,,,,,,
7147,,Not Designated,,,,,,
7148,,Not Designated,,,,,,
7149,,Not Designated,,,,,,
7150,,Not Designated,,,,,,
7151,,Not Designated,,,,,,
7152,,Not Designated,,,,,,
7153,,Not Designated,,,,,,
7154,,Not Designated,,,,,,
7155,,Not Designated,,,,,,
7156,,Not Designated,,,,,,
7157,,Not Designated,,,,,,
7158,,Not Designated,,,,,,
7159,,Not Designated,,,,,,
7160,,Not Designated,,,,,,
7161,,Not Designated,,,,,,
7162,,Not Designated,,,,,,
7163,,Not Designated,,,,,,
7164,,Not Designated,,,,,,
7165,,Not Designated,,,,,,
7166,,Not Designated,,,,,,
7167,,Not Designated,,,,,,
7168,,Not Designated,,,,,,
7169,,Not Designated,,,,,,
7170,,Not Designated,,,,,,
7171,,Not Designated,,,,,,
7172,,Not Designated,,,,,,
7173,,Not Designated,,,,,,
7174,,Not Designated,,,,,,
7175,,Not Designated,,,,,,
7176,,Not Designated,,,,,,
7177,,Not Designated,,,,,,
7178,,Not Designated,,,,,,
7179,,Not Designated,,,,,,
7180,,Not Designated,,,,,,
7181,,Not Designated,,,,,,
7182,,Not Designated,,,,,,
7183,,Not Designated,,,,,,
7184,,Not Designated,,,,,,
7185,,Not Designated,,,,,,
7186,,Not Designated,,,,,,
7187,,Not Designated,,,,,,
7188,,Not Designated,,,,,,
7189,,Not Designated,,,,,,
7190,,Not Designated,,,,,,
7191,,Not Designated,,,,,,
7192,,Not Designated,,,,,,
7193,,Not Designated,,,,,,
7194,,Not Designated,,,,,,
7195,,Not Designated,,,,,,
7196,,Not Designated,,,,,,
7197,,Not Designated,,,,,,
7198,,Not Designated,,,,,,
7199,,Not Designated,,,,,,
7200,,Not Designated,,,,,,
7201,,Not Designated,,,,,,
7202,,Not Designated,,,,,,
7203,,Not Designated,,,,,,
7204,,Not Designated,,,,,,
7205,,Not Designated,,,,,,
7206,,Not Designated,,,,,,
7207,,Not Designated,,,,,,
7208,,Not Designated,,,,,,
7209,,Not Designated,,,,,,
7210,,Not Designated,,,,,,
7211,,Not Designated,,,,,,
7212,,Not Designated,,,,,,
7213,,Not Designated,,,,,,
7214,,Not Designated,,,,,,
7215,,Not Designated,,,,,,
7216,,Not Designated,,,,,,
7217,,Not Designated,,,,,,
7218,,Not Designated,,,,,,
7219,,Not Designated,,,,,,
7220,,Not Designated,,,,,,
7221,,Not Designated,,,,,,
7222,,Not Designated,,,,,,
7223,,Not Designated,,,,,,
7224,,Not Designated,,,,,,
7225,,Not Designated,,,,,,
7226,,Not Designated,,,,,,
7227,,Not Designated,,,,,,
7228,,Not Designated,,,,,,
7229,,Not Designated,,,,,,
7230,,Not Designated,,,,,,
7231,,Not Designated,,,,,,
7232,,Not Designated,,,,,,
7233,,Not Designated,,,,,,
7234,,Not Designated,,,,,,
7235,,Not Designated,,,,,,
7236,,Not Designated,,,,,,
7237,,Not Designated,,,,,,
7238,,Not Designated,,,,,,
7239,,Not Designated,,,,,,
7240,,Not Designated,,,,,,
7241,,Not Designated,,,,,,
7242,,Not Designated,,,,,,
7243,,Not Designated,,,,,,
7244,,Not Designated,,,,,,
7245,,Not Designated,,,,,,
7246,,Not Designated,,,,,,
7247,,Not Designated,,,,,,
7248,,Not Designated,,,,,,
7249,,Not Designated,,,,,,
7250,,Not Designated,,,,,,
7251,,Not Designated,,,,,,
7252,,Not Designated,,,,,,
7253,,Not Designated,,,,,,
7254,,Not Designated,,,,,,
7255,,Not Designated,,,,,,
7256,,Not Designated,,,,,,
7257,,Not Designated,,,,,,
7258,,Not Designated,,,,,,
7259,,Not Designated,,,,,,
7260,,Not Designated,,,,,,
7261,,Not Designated,,,,,,
7262,,Not Designated,,,,,,
7263,,Not Designated,,,,,,
7264,,Not Designated,,,,,,
7265,,Not Designated,,,,,,
7266,,Not Designated,,,,,,
7267,,Not Designated,,,,,,
7268,,Not Designated,,,,,,
7269,,Not Designated,,,,,,
7270,,Not Designated,,,,,,
7271,,Not Designated,,,,,,
7272,,Not Designated,,,,,,
7273,,Not Designated,,,,,,
7274,,Not Designated,,,,,,
7275,,Not Designated,,,,,,
7276,,Not Designated,,,,,,
7277,,Not Designated,,,,,,
7278,,Not Designated,,,,,,
7279,,Not Designated,,,,,,
7280,,Not Designated,,,,,,
7281,,Not Designated,,,,,,
7282,,Not Designated,,,,,,
7283,,Not Designated,,,,,,
7284,,Not Designated,,,,,,
7285,,Not Designated,,,,,,
7286,,Not Designated,,,,,,
7287,,Not Designated,,,,,,
7288,,Not Designated,,,,,,
7289,,Not Designated,,,,,,
7290,,Not Designated,,,,,,
7291,,Not Designated,,,,,,
7292,,Not Designated,,,,,,
7293,,Not Designated,,,,,,
7294,,Not Designated,,,,,,
7295,,Not Designated,,,,,,
7296,,Not Designated,,,,,,
7297,,Not Designated,,,,,,
7298,,Not Designated,,,,,,
7299,,Not Designated,,,,,,
7300,,Not Designated,,,,,,
7301,,Not Designated,,,,,,
7302,,Not Designated,,,,,,
7303,,Not Designated,,,,,,
7304,,Not Designated,,,,,,
7305,,Not Designated,,,,,,
7306,,Not Designated,,,,,,
7307,,Not Designated,,,,,,
7308,,Not Designated,,,,,,
7309,,Not Designated,,,,,,
7310,,Not Designated,,,,,,
7311,,Not Designated,,,,,,
7312,,Not Designated,,,,,,
7313,,Not Designated,,,,,,
7314,,Not Designated,,,,,,
7315,,Not Designated,,,,,,
7316,,Not Designated,,,,,,
7317,,Not Designated,,,,,,
7318,,Not Designated,,,,,,
7319,,Not Designated,,,,,,
7320,,Not Designated,,,,,,
7321,,Not Designated,,,,,,
7322,,Not Designated,,,,,,
7323,,Not Designated,,,,,,
7324,,Not Designated,,,,,,
7325,,Not Designated,,,,,,
7326,,Not Designated,,,,,,
7327,,Not Designated,,,,,,
7328,,Not Designated,,,,,,
7329,,Not Designated,,,,,,
7330,,Not Designated,,,,,,
7331,,Not Designated,,,,,,
7332,,Not Designated,,,,,,
7333,,Not Designated,,,,,,
7334,,Not Designated,,,,,,
7335,,Not Designated,,,,,,
7336,,Not Designated,,,,,,
7337,,Not Designated,,,,,,
7338,,Not Designated,,,,,,
7339,,Not Designated,,,,,,
7340,,Not Designated,,,,,,
7341,,Not Designated,,,,,,
7342,,Not Designated,,,,,,
7343,,Not Designated,,,,,,
7344,,Not Designated,,,,,,
7345,,Not Designated,,,,,,
7346,,Not Designated,,,,,,
7347,,Not Designated,,,,,,
7348,,Not Designated,,,,,,
7349,,Not Designated,,,,,,
7350,,Not Designated,,,,,,
7351,,Not Designated,,,,,,
7352,,Not Designated,,,,,,
7353,,Not Designated,,,,,,
7354,,Not Designated,,,,,,
7355,,Not Designated,,,,,,
7356,,Not Designated,,,,,,
7357,,Not Designated,,,,,,
7358,,Not Designated,,,,,,
7359,,Not Designated,,,,,,
7360,,Not Designated,,,,,,
7361,,Not Designated,,,,,,
7362,,Not Designated,,,,,,
7363,,Not Designated,,,,,,
7364,,Not Designated,,,,,,
7365,,Not Designated,,,,,,
7366,,Not Designated,,,,,,
7367,,Not Designated,,,,,,
7368,,Not Designated,,,,,,
7369,,Not Designated,,,,,,
7370,,Not Designated,,,,,,
7371,,Not Designated,,,,,,
7372,,Not Designated,,,,,,
7373,,Not Designated,,,,,,
7374,,Not Designated,,,,,,
7375,,Not Designated,,,,,,
7376,,Not Designated,,,,,,
7377,,Not Designated,,,,,,
7378,,Not Designated,,,,,,
7379,,Not Designated,,,,,,
7380,,Not Designated,,,,,,
7381,,Not Designated,,,,,,
7382,,Not Designated,,,,,,
7383,,Not Designated,,,,,,
7384,,Not Designated,,,,,,
7385,,Not Designated,,,,,,
7386,,Not Designated,,,,,,
7387,,Not Designated,,,,,,
7388,,Not Designated,,,,,,
7389,,Not Designated,,,,,,
7390,,Not Designated,,,,,,
7391,,Not Designated,,,,,,
7392,,Not Designated,,,,,,
7393,,Not Designated,,,,,,
7394,,Not Designated,,,,,,
7395,,Not Designated,,,,,,
7396,,Not Designated,,,,,,
7397,,Not Designated,,,,,,
7398,,Not Designated,,,,,,
7399,,Not Designated,,,,,,
7400,,Not Designated,,,,,,
7401,,Not Designated,,,,,,
7402,,Not Designated,,,,,,
7403,,Not Designated,,,,,,
7404,,Not Designated,,,,,,
7405,,Not Designated,,,,,,
7406,,Not Designated,,,,,,
7407,,Not Designated,,,,,,
7408,,Not Designated,,,,,,
7409,,Not Designated,,,,,,
7410,,Not Designated,,,,,,
7411,,Not Designated,,,,,,
7412,,Not Designated,,,,,,
7413,,Not Designated,,,,,,
7414,,Not Designated,,,,,,
7415,,Not Designated,,,,,,
7416,,Not Designated,,,,,,
7417,,Not Designated,,,,,,
7418,,Not Designated,,,,,,
7419,,Not Designated,,,,,,
7420,,Not Designated,,,,,,
7421,,Not Designated,,,,,,
7422,,Not Designated,,,,,,
7423,,Not Designated,,,,,,
7424,,Not Designated,,,,,,
7425,,Not Designated,,,,,,
7426,,Not Designated,,,,,,
7427,,Not Designated,,,,,,
7428,,Not Designated,,,,,,
7429,,Not Designated,,,,,,
7430,,Not Designated,,,,,,
7431,,Not Designated,,,,,,
7432,,Not Designated,,,,,,
7433,,Not Designated,,,,,,
7434,,Not Designated,,,,,,
7435,,Not Designated,,,,,,
7436,,Not Designated,,,,,,
7437,,Not Designated,,,,,,
7438,,Not Designated,,,,,,
7439,,Not Designated,,,,,,
7440,,Not Designated,,,,,,
7441,,Not Designated,,,,,,
7442,,Not Designated,,,,,,
7443,,Not Designated,,,,,,
7444,,Not Designated,,,,,,
7445,,Not Designated,,,,,,
7446,,Not Designated,,,,,,
7447,,Not Designated,,,,,,
7448,,Not Designated,,,,,,
7449,,Not Designated,,,,,,
7450,,Not Designated,,,,,,
7451,,Not Designated,,,,,,
7452,,Not Designated,,,,,,
7453,,Not Designated,,,,,,
7454,,Not Designated,,,,,,
7455,,Not Designated,,,,,,
7456,,Not Designated,,,,,,
7457,,Not Designated,,,,,,
7458,,Not Designated,,,,,,
7459,,Not Designated,,,,,,
7460,,Not Designated,,,,,,
7461,,Not Designated,,,,,,
7462,,Not Designated,,,,,,
7463,,Not Designated,,,,,,
7464,,Not Designated,,,,,,
7465,,Not Designated,,,,,,
7466,,Not Designated,,,,,,
7467,,Not Designated,,,,,,
7468,,Not Designated,,,,,,
7469,,Not Designated,,,,,,
7470,,Not Designated,,,,,,
7471,,Not Designated,,,,,,
7472,,Not Designated,,,,,,
7473,,Not Designated,,,,,,
7474,,Not Designated,,,,,,
7475,,Not Designated,,,,,,
7476,,Not Designated,,,,,,
7477,,Not Designated,,,,,,
7478,,Not Designated,,,,,,
7479,,Not Designated,,,,,,
7480,,Not Designated,,,,,,
7481,,Not Designated,,,,,,
7482,,Not Designated,,,,,,
7483,,Not Designated,,,,,,
7484,,Not Designated,,,,,,
7485,,Not Designated,,,,,,
7486,,Not Designated,,,,,,
7487,,Not Designated,,,,,,
7488,,Not Designated,,,,,,
7489,,Not Designated,,,,,,
7490,,Not Designated,,,,,,
7491,,Not Designated,,,,,,
7492,,Not Designated,,,,,,
7493,,Not Designated,,,,,,
7494,,Not Designated,,,,,,
7495,,Not Designated,,,,,,
7496,,Not Designated,,,,,,
7497,,Not Designated,,,,,,
7498,,Not Designated,,,,,,
7499,,Not Designated,,,,,,
7500,,Not Designated,,,,,,
7501,,Not Designated,,,,,,
7502,,Not Designated,,,,,,
7503,,Not Designated,,,,,,
7504,,Not Designated,,,,,,
7505,,Not Designated,,,,,,
7506,,Not Designated,,,,,,
7507,,Not Designated,,,,,,
7508,,Not Designated,,,,,,
7509,,Not Designated,,,,,,
7510,,Not Designated,,,,,,
7511,,Not Designated,,,,,,
7512,,Not Designated,,,,,,
7513,,Not Designated,,,,,,
7514,,Not Designated,,,,,,
7515,,Not Designated,,,,,,
7516,,Not Designated,,,,,,
7517,,Not Designated,,,,,,
7518,,Not Designated,,,,,,
7519,,Not Designated,,,,,,
7520,,Not Designated,,,,,,
7521,,Not Designated,,,,,,
7522,,Not Designated,,,,,,
7523,,Not Designated,,,,,,
7524,,Not Designated,,,,,,
7525,,Not Designated,,,,,,
7526,,Not Designated,,,,,,
7527,,Not Designated,,,,,,
7528,,Not Designated,,,,,,
7529,,Not Designated,,,,,,
7530,,Not Designated,,,,,,
7531,,Not Designated,,,,,,
7532,,Not Designated,,,,,,
7533,,Not Designated,,,,,,
7534,,Not Designated,,,,,,
7535,,Not Designated,,,,,,
7536,,Not Designated,,,,,,
7537,,Not Designated,,,,,,
7538,,Not Designated,,,,,,
7539,,Not Designated,,,,,,
7540,,Not Designated,,,,,,
7541,,Not Designated,,,,,,
7542,,Not Designated,,,,,,
7543,,Not Designated,,,,,,
7544,,Not Designated,,,,,,
7545,,Not Designated,,,,,,
7546,,Not Designated,,,,,,
7547,,Not Designated,,,,,,
7548,,Not Designated,,,,,,
7549,,Not Designated,,,,,,
7550,,Not Designated,,,,,,
7551,,Not Designated,,,,,,
7552,,Not Designated,,,,,,
7553,,Not Designated,,,,,,
7554,,Not Designated,,,,,,
7555,,Not Designated,,,,,,
7556,,Not Designated,,,,,,
7557,,Not Designated,,,,,,
7558,,Not Designated,,,,,,
7559,,Not Designated,,,,,,
7560,,Not Designated,,,,,,
7561,,Not Designated,,,,,,
7562,,Not Designated,,,,,,
7563,,Not Designated,,,,,,
7564,,Not Designated,,,,,,
7565,,Not Designated,,,,,,
7566,,Not Designated,,,,,,
7567,,Not Designated,,,,,,
7568,,Not Designated,,,,,,
7569,,Not Designated,,,,,,
7570,,Not Designated,,,,,,
7571,,Not Designated,,,,,,
7572,,Not Designated,,,,,,
7573,,Not Designated,,,,,,
7574,,Not Designated,,,,,,
7575,,Not Designated,,,,,,
7576,,Not Designated,,,,,,
7577,,Not Designated,,,,,,
7578,,Not Designated,,,,,,
7579,,Not Designated,,,,,,
7580,,Not Designated,,,,,,
7581,,Not Designated,,,,,,
7582,,Not Designated,,,,,,
7583,,Not Designated,,,,,,
7584,,Not Designated,,,,,,
7585,,Not Designated,,,,,,
7586,,Not Designated,,,,,,
7587,,Not Designated,,,,,,
7588,,Not Designated,,,,,,
7589,,Not Designated,,,,,,
7590,,Not Designated,,,,,,
7591,,Not Designated,,,,,,
7592,,Not Designated,,,,,,
7593,,Not Designated,,,,,,
7594,,Not Designated,,,,,,
7595,,Not Designated,,,,,,
7596,,Not Designated,,,,,,
7597,,Not Designated,,,,,,
7598,,Not Designated,,,,,,
7599,,Not Designated,,,,,,
7600,,Not Designated,,,,,,
7601,,Not Designated,,,,,,
7602,,Not Designated,,,,,,
7603,,Not Designated,,,,,,
7604,,Not Designated,,,,,,
7605,,Not Designated,,,,,,
7606,,Not Designated,,,,,,
7607,,Not Designated,,,,,,
7608,,Not Designated,,,,,,
7609,,Not Designated,,,,,,
7610,,Not Designated,,,,,,
7611,,Not Designated,,,,,,
7612,,Not Designated,,,,,,
7613,,Not Designated,,,,,,
7614,,Not Designated,,,,,,
7615,,Not Designated,,,,,,
7616,,Not Designated,,,,,,
7617,,Not Designated,,,,,,
7618,,Not Designated,,,,,,
7619,,Not Designated,,,,,,
7620,,Not Designated,,,,,,
7621,,Not Designated,,,,,,
7622,,Not Designated,,,,,,
7623,,Not Designated,,,,,,
7624,,Not Designated,,,,,,
7625,,Not Designated,,,,,,
7626,,Not Designated,,,,,,
7627,,Not Designated,,,,,,
7628,,Not Designated,,,,,,
7629,,Not Designated,,,,,,
7630,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7631,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7632,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7633,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7634,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7635,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7636,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7637,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7638,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7639,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7640,,Not Designated,,,,,,
7641,,Not Designated,,,,,,
7642,,Not Designated,,,,,,
7643,,Not Designated,,,,,,
7644,,Not Designated,,,,,,
7645,,Not Designated,,,,,,
7646,,Not Designated,,,,,,
7647,,Not Designated,,,,,,
7648,,Not Designated,,,,,,
7649,,Not Designated,,,,,,
7650,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7651,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7652,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7653,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7654,,Not Designated,,,,,,
7655,,Not Designated,,,,,,
7656,,Not Designated,,,,,,
7657,,Not Designated,,,,,,
7658,,Not Designated,,,,,,
7659,,Not Designated,,,,,,
7660,,Not Designated,,,,,,
7661,,Not Designated,,,,,,
7662,,Not Designated,,,,,,
7663,,Not Designated,,,,,,
7664,,Not Designated,,,,,,
7665,,Not Designated,,,,,,
7666,,Not Designated,,,,,,
7667,,Not Designated,,,,,,
7668,,Not Designated,,,,,,
7669,,Not Designated,,,,,,
7670,,Not Designated,,,,,,
7671,,Not Designated,,,,,,
7672,,Not Designated,,,,,,
7673,,Not Designated,,,,,,
7674,,Not Designated,,,,,,
7675,,Not Designated,,,,,,
7676,,Not Designated,,,,,,
7677,,Not Designated,,,,,,
7678,,Not Designated,,,,,,
7679,,Not Designated,,,,,,
7680,,Not Designated,,,,,,
7681,,Not Designated,,,,,,
7682,,Not Designated,,,,,,
7683,,Not Designated,,,,,,
7684,,Not Designated,,,,,,
7685,,Not Designated,,,,,,
7686,,Not Designated,,,,,,
7687,,Not Designated,,,,,,
7688,,Not Designated,,,,,,
7689,,Not Designated,,,,,,
7690,,Not Designated,,,,,,
7691,,Not Designated,,,,,,
7692,,Not Designated,,,,,,
7693,,Not Designated,,,,,,
7694,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7695,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7696,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7697,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7698,,Protected,,,,Mobile Number Portability Codes,,Missing SABC entry inserted. Status 'Protected' assumed.
7699,,Not Designated,,,,,,
7700,,Not Designated,,,,,,
7701,,Not Designated,,,,,,
7702,,Not Designated,,,,,,
7703,,Not Designated,,,,,,
7704,,Not Designated,,,,,,
7705,,Not Designated,,,,,,
7706,,Not Designated,,,,,,
7707,,Not Designated,,,,,,
7708,,Not Designated,,,,,,
7709,,Not Designated,,,,,,
7710,,Not Designated,,,,,,
7711,,Not Designated,,,,,,
7712,,Not Designated,,,,,,
7713,,Not Designated,,,,,,
7714,,Not Designated,,,,,,
7715,,Not Designated,,,,,,
7716,,Not Designated,,,,,,
7717,,Not Designated,,,,,,
7718,,Not Designated,,,,,,
7719,,Not Designated,,,,,,
7720,,Not Designated,,,,,,
7721,,Not Designated,,,,,,
7722,,Not Designated,,,,,,
7723,,Not Designated,,,,,,
7724,,Not Designated,,,,,,
7725,,Not Designated,,,,,,
7726,,Not Designated,,,,,,
7727,,Not Designated,,,,,,
7728,,Not Designated,,,,,,
7729,,Not Designated,,,,,,
7730,,Not Designated,,,,,,
7731,,Not Designated,,,,,,
7732,,Not Designated,,,,,,
7733,,Not Designated,,,,,,
7734,,Not Designated,,,,,,
7735,,Not Designated,,,,,,
7736,,Not Designated,,,,,,
7737,,Not Designated,,,,,,
7738,,Not Designated,,,,,,
7739,,Not Designated,,,,,,
7740,,Not Designated,,,,,,
7741,,Not Designated,,,,,,
7742,,Not Designated,,,,,,
7743,,Not Designated,,,,,,
7744,,Not Designated,,,,,,
7745,,Not Designated,,,,,,
7746,,Not Designated,,,,,,
7747,,Not Designated,,,,,,
7748,,Not Designated,,,,,,
7749,,Not Designated,,,,,,
7750,,Not Designated,,,,,,
7751,,Not Designated,,,,,,
7752,,Not Designated,,,,,,
7753,,Not Designated,,,,,,
7754,,Not Designated,,,,,,
7755,,Not Designated,,,,,,
7756,,Not Designated,,,,,,
7757,,Not Designated,,,,,,
7758,,Not Designated,,,,,,
7759,,Not Designated,,,,,,
7760,,Not Designated,,,,,,
7761,,Not Designated,,,,,,
7762,,Not Designated,,,,,,
7763,,Not Designated,,,,,,
7764,,Not Designated,,,,,,
7765,,Not Designated,,,,,,
7766,,Not Designated,,,,,,
7767,,Not Designated,,,,,,
7768,,Not Designated,,,,,,
7769,,Not Designated,,,,,,
7770,,Not Designated,,,,,,
7771,,Not Designated,,,,,,
7772,,Not Designated,,,,,,
7773,,Not Designated,,,,,,
7774,,Not Designated,,,,,,
7775,,Not Designated,,,,,,
7776,,Not Designated,,,,,,
7777,,Not Designated,,,,,,
7778,,Not Designated,,,,,,
7779,,Not Designated,,,,,,
7780,,Not Designated,,,,,,
7781,,Not Designated,,,,,,
7782,,Not Designated,,,,,,
7783,,Not Designated,,,,,,
7784,,Not Designated,,,,,,
7785,,Not Designated,,,,,,
7786,,Not Designated,,,,,,
7787,,Not Designated,,,,,,
7788,,Not Designated,,,,,,
7789,,Not Designated,,,,,,
7790,,Not Designated,,,,,,
7791,,Not Designated,,,,,,
7792,,Not Designated,,,,,,
7793,,Not Designated,,,,,,
7794,,Not Designated,,,,,,
7795,,Not Designated,,,,,,
7796,,Not Designated,,,,,,
7797,,Not Designated,,,,,,
7798,,Not Designated,,,,,,
7799,,Not Designated,,,,,,
7800,,Not Designated,,,,,,
7801,,Not Designated,,,,,,
7802,,Not Designated,,,,,,
7803,,Not Designated,,,,,,
7804,,Not Designated,,,,,,
